,maararv_V2E,r_d_ifrs,end_quarter,r_d_cons,f_cash,i_top4,c_barr2,c_d_cont,v40010,v30010,rep_PDF,c_d_late1,r_d_rmed,pohitegevusala,c_d_sales,maa_algus,c_d_o1comb,v40020,v50010,size_scaled,r_d_abper,c_d_vat,f_lev1,maararv_X1,c_d_o1ocomb,f_lev3,f_cfoper,count_tax,rep_tabelid,r_d_pdfnot,f_lev2,f_nprofm,f_d_altman,r_d_invsub,c_finend,f_lev5,alt_x2,c_county,rep_notar,r_d_rlarge,f_lnsize2,oigvorm_arc,c_empl,f_d_loss,v50030,maararv_X2,r_repper,sharefirm1,r_d_finend,c_d_overtax1,c_d_nassets2,c_d_nassets1,r_growth,zmij_x2,v20100,alt_x1,maa_lopp,v30060,f_d_prof,r_d_rmissing,c_d_emplc,c_o1ctry,c_d_end,r_d_intang,maararv_HM,ln_size,c_o1ctryt,c_no_share,maararv_HP,maararv_V2,c_no_dir,r_d_accerror,c_age,c_barr1,f_d_liq,r_d_acc_diff,c_segcm,c_top1,r_d_goodwill,rep_RMP,r_d_xbrl,v64040,f_lev4,maarusearv
pohitegevusala,-0.0042207029481852315,-0.005353929214637587,0.004272188700583329,0.0008166741735981633,0.014217666736748794,-0.01356516828333548,-0.046289678918744824,-0.030840219854221525,-0.017974067655574803,0.0035431793653892796,-0.0037411081660934835,-0.0042248307288344335,-0.0007672502615247297,1.0,-0.06122800999352709,-0.00885760796239639,0.0016770256955726981,-0.023856823257622325,-0.001573890772354868,0.16608037819651558,-0.003384613795764024,-0.08803156676835942,-0.015538889195423495,-0.014444365659545919,-0.00514906464179097,-0.029799695594224355,-0.008035091312527713,-0.029788408245168933,-0.008454914957465476,-0.010503772094273195,-0.02456583288652622,-0.0005353872877773536,-0.019695144477687332,0.006110770153645547,0.007389906464505828,-0.018775030647106807,0.0009853982557561937,-0.1290554326780468,-0.010762865281674878,-4.76366460991495e-06,0.05100765594234434,0.004817617734434836,0.0046899857606046485,-0.0071772944158881,0.0031671202321857665,-0.005651724886713327,0.008367437553020943,0.005162798920002745,0.007884361181769254,-0.02352070627083842,0.01228998377299316,-0.022955869496858277,0.001629301556282635,-0.03311808561206934,0.03959612918675809,0.05046526640387476,0.008296283417744087,-0.06659533854661613,0.021052665418508476,-0.021052655565637655,0.02062337455700715,0.003042502385078818,-0.0006723690238866394,0.01253758119445754,-0.0017568150595317236,-0.28443755205437166,0.003042502385078818,-0.00046061027759352404,-0.008015034991779428,-0.004430968863697385,-0.00428306579540649,-0.0028259070684817367,-0.009952738703034108,0.00023904308595031754,-0.022323270770311678,0.02274851614466543,0.06077804270675547,0.0064728779638487085,0.0010483272322910347,0.011406196164442757,0.008639979868519151,0.00825080251638454,-0.027548415809525755,-0.011223267985670134
c_d_sales,0.010537091619231661,0.009705026514118349,0.00701957659375208,0.01433930320035186,0.034921604664463014,-0.0531747697751266,-0.12022234362031925,0.5037442707476317,-0.048398121421022185,-0.10379206183426232,0.025898795318885545,0.10215476891694615,-0.02025937168730879,-0.06122800999352709,1.0,-0.008559482747339428,0.0031355975141511548,-0.033616320861270414,-0.04313587931008256,-0.2826813894400861,-0.03910374407436401,-0.31717997135832104,-0.25078354252696566,0.017147518496693374,0.0012985510654015858,-0.05757104383107455,-0.17256666374206953,-0.029651387155288457,0.02651511221766665,0.004097568173624133,-0.04595518366625843,0.0021559835077620336,-0.07165404188868561,0.042490080498816925,0.014833366709650422,-0.056864647028407295,-0.010996750858753658,-0.05647615369116727,-0.012569960554716613,-0.0008931886870371597,-0.9428324903061821,-0.0010835978139981158,-0.2500686774398551,0.045706336840727425,0.008396341295908438,0.06410834485981486,-0.009867153388006679,-0.003785046434717665,0.015053358242447913,-0.02715385130670521,0.1150015605843412,0.1888616750573583,-0.0032739375264530337,-0.0750787450979829,0.08316529283101404,-0.21708814551954334,0.017476568134182652,-0.09650197996969193,-0.11837905624347511,0.005323387418146574,-0.3490764704658367,0.000495204895210001,0.0032250129675554006,-0.035226694207506466,0.023309503846631163,0.16022736915482602,0.000495204895210001,0.009585283217456279,0.012489212574777055,0.012718494241662175,0.0103569297961055,-0.0014812624453602126,0.05821381571505744,-0.0032009215750234544,-0.05061378100181663,-0.17603669573512543,-0.8816599885888892,0.008316693372664224,-0.0014804666160599732,-0.031787292208551,-0.013793595258649358,-0.024079868216407164,-0.06133994081682773,0.06966755527934937
maa_algus,0.0010276343012835393,9.30019078256783e-06,-0.2392750970005611,-0.001248503615080022,-0.005627183478838136,0.012742571789229133,-0.013183019769049864,-0.015928232007846304,-0.009827425402301249,-0.01874675790623245,0.00021375817808812043,0.017524955803613747,-0.00043888446902614746,-0.00885760796239639,-0.008559482747339428,1.0,-0.0009097865115847705,-0.005540724385901777,-0.00030466952642544374,-0.019143138692862046,0.024128360524139397,-0.027184522934841724,-0.011044520837383031,-0.003775499856745721,-0.0005041724671099516,-0.005657969433143847,-0.006007414801089644,-0.006155375155846414,-0.004841236142673978,-0.0022842155307796572,-0.004468726104058528,0.0004583096760875296,-0.009482160684482533,0.005698717918677312,-0.4137269351512846,-0.006509868717536216,0.00028338936490258384,0.003594727887796953,-0.003994099563436721,0.00047590200926248395,0.00552541171386844,0.002900154150594738,-0.00524219594241034,-0.014609669683404524,7.78725515021515e-05,0.004645434885643564,0.0017045775909735135,-0.00033478073927899963,-0.4371839838393252,-0.0029577805878119403,0.029256836797561976,0.016302357142428846,1.6713415149833057e-05,-0.007392749503306892,0.0027841138886417088,-0.011124712754497277,-0.5343079218360829,-0.01652236714241723,-0.007284139977965259,-0.022093649215888658,-0.009987398781090522,-0.005789741119084295,-0.00010927486446421321,-0.004860390803156403,0.002807601184752438,-0.0028628164094280525,-0.005789741119084295,-0.002181902461156197,0.031666464204255194,0.0007116510932757979,-0.008230912207828836,0.003141020481168496,-0.07107682360405873,-0.0004937384435679681,-0.007170280385756139,-0.011891974502136865,0.013320121925897908,-0.00759952682437475,-0.0003515336920426173,0.005744088840854222,0.0036202139822416315,-0.004326730739844423,-0.009093653009056693,0.010951286240474338
c_d_o1comb,-0.0002873821646209653,-0.000233373116652739,-0.0005133008812830633,-0.0003120624084225114,-0.00012063571076025986,0.000217811230515851,-0.002446509423130051,-0.00014185077932145587,-0.001470429267500012,-0.0028729622531479928,-0.000349772871963027,-0.006122232339826655,0.0025450512113124844,0.0016770256955726981,0.0031355975141511548,-0.0009097865115847705,1.0,-0.0008884237835532349,-0.00012776049928507908,-0.003813375060369008,-0.00046147245664652803,-0.0035295854098164486,-0.0037569298865239675,-0.00038494658417243427,0.12167245019417332,-0.0014906862976888115,-0.000695831168048563,-0.0024043572664018023,0.001279401110967756,-0.0004943901556692146,-0.001416703924439211,6.276725435850952e-05,-0.002267927175442795,0.0013969890980707973,0.00023661783002957283,-0.0017710095523534642,5.901315014139984e-05,-0.006397725510381636,-0.0004055266389424502,-0.00010209878727883664,-0.0021653107129114913,0.0002938693489873813,-0.001038754738504529,-0.005009617704213914,4.930099406642054e-05,-0.0017360911238401859,-0.030270862457973304,-4.987585525293487e-05,0.0001893889720434331,-0.0019005223064752206,0.006335588267237659,0.009973110672528505,-4.9519941073324903e-05,-0.0025726364701533925,0.0006236780770740728,-0.005618439688034648,0.000870845608895303,-0.0021608384133690022,-0.006997542173696906,-0.0004097438297256171,-0.0030413865596579845,0.14483426392091803,-1.7015539454912163e-05,-0.0012677529754587145,-0.000291888593153235,0.0016873091171974797,0.14483426392091803,0.1680351393167317,-0.0004196132910724229,-0.00030166281961869617,0.001555333485754688,-0.00031667707096425196,-0.011185594457073013,-4.2962941096263194e-05,-0.001834191870980348,-0.0012885816166938661,-0.0021741284072051017,-0.026494321363913588,-0.00012032719157913042,-0.0008372380807282516,-0.0007942154759687123,-0.00044492545400580814,-0.0015011628877338431,-0.0018303468561128866
v40020,-0.002552643126418741,0.0018415861391649446,0.0006782597965711315,0.0026819886538302375,-0.022301711813475275,-0.005270308300637137,0.0965383230659345,-0.007137023813496246,0.1582582290452386,0.056992755284895044,-0.0033341135497502207,0.006195640009196026,0.010061600512031003,-0.023856823257622325,-0.033616320861270414,-0.005540724385901777,-0.0008884237835532349,1.0,0.05481121097695014,0.11368546616715887,-0.01484175603940727,0.06880013625324365,0.1681763179877388,-0.0008529775544674597,-0.0004865938740774049,0.3420238604943764,0.06439974574281684,0.021788649046618678,0.005541722672774272,-0.004712637968830399,0.5526485770800786,0.006752313811431796,0.07577116490703238,0.02315910717084483,0.0033772855236723943,0.21967829709369763,0.0011483006440521158,0.015419170187357263,-0.0036156504554704285,-0.000973228564493741,0.04679019647131845,-0.010420217149465446,0.018971350026022578,-0.00011009559946304777,-0.2388327221129931,0.0025748250812746595,0.008825001785534572,-4.994997116281898e-05,0.0019326119678052143,0.016346604230499846,-0.02165818784527159,-0.010810319658780407,0.00015548719017507984,0.49967438966223193,-0.01617260044229066,-0.04425607168870087,0.006281845354642169,0.2716626540084135,0.019651574613352846,0.027069870781124848,0.023878321147579016,0.001065446637885246,-0.0001621959425684878,0.017158314338923127,0.0004033164106689351,0.010106436199288645,0.001065446637885246,0.0004679002572627789,-0.003721556443905906,-0.00271154112802354,0.0045523544557705,0.0011694024764230748,0.04071330579367373,0.002884816566176297,0.04060705603414852,0.051089147671503486,0.01883688630203445,-0.0013940722717799593,4.0007703367693724e-05,-0.0014525297414946698,-0.003970667804959489,0.006164465138301917,0.32196339700101256,0.0005284892315673398
v50010,-0.0007813833309085523,-0.0015148703566525631,0.0005324512523245734,0.0009593883021555209,0.01618814091459094,0.00607440255788383,0.021591567449657602,-0.021225910497336187,0.026924465146021113,0.08250276832256,-0.0022687886581702543,-0.008551767160665202,0.006245506601890692,-0.001573890772354868,-0.04313587931008256,-0.00030466952642544374,-0.00012776049928507908,0.05481121097695014,1.0,0.05489580504352551,0.007711742356215553,0.02584446050725829,0.014519619611274969,5.2498277464083574e-05,0.0004545000710484002,0.013866959477607467,0.08712970527100476,-0.0048059977842741086,0.003062734247862569,-0.003157788446954142,0.018160967789073747,0.007009621870223127,-0.015767614255162352,-0.007263713499897391,0.00023217541706281863,0.011401996568204507,0.0025387819750584033,0.0047872121802274206,-0.002644397801558705,0.00020554013092675185,0.06017761773710183,-0.0016305236378141156,0.007614206172193033,-0.06151712762535969,-0.5293783864760644,-0.005750729118777575,-0.0067489661143608866,0.001107806832070212,-0.00012463867292994578,0.004206726739360357,-0.01583168490291723,-0.008079411070437505,0.00048248321246228634,0.03428504077536721,-0.0022493663420821344,0.006960879439353988,0.00021778870456031136,0.03625788099655647,-0.02751070085741916,0.049281853259842925,0.015213240066332994,4.063616048255489e-05,-0.0016251342416533558,0.006679497723801761,-0.0017368679829588504,-0.014751307816843352,4.063616048255489e-05,0.0002845390753862358,-0.00200968233545534,-0.0014566333523198486,-0.0012302408983547622,-0.0018817269732746362,-0.018066186548180034,-0.0005302358468305593,0.008217902461150447,0.014525224217180971,0.0358286202294452,-9.100831695789165e-05,0.0005502538001210156,-0.0011063122723969643,-0.0013544544447455843,0.004866199924545916,0.022075239109102866,-0.006095732734691517
size_scaled,-0.0024954673154780936,-0.0025949239262257106,0.016613827161861237,0.015268336572260881,-0.07710084710518722,0.08861225412588031,0.08099625298738299,-0.031051541885692636,0.16697200688955752,0.36736433694447135,0.0013082781206077403,0.004216821568108604,0.025221221710421564,0.16608037819651558,-0.2826813894400861,-0.019143138692862046,-0.003813375060369008,0.11368546616715887,0.05489580504352551,1.0,-0.07094471312624884,0.2986505348207553,0.1764492969098052,-0.005375246070950197,-0.00202978551615403,0.11166008642653419,0.15585523588567654,0.07623353506374408,-0.007576887298149921,0.02218517010895428,0.1023846881370109,-0.0005169273567531245,0.02250997357460922,0.02762840369612761,0.022929344262542315,0.07828170687896943,0.045429685956344806,-0.01629906049183701,0.025470185439048464,0.0003218465062005897,0.367439380627319,-0.019774698256991206,0.163005734427063,-0.03074107901037819,-0.012087612146741915,-0.014646099695947249,0.05177453477501946,0.005899016910871102,0.024402640499638893,0.057801570845951826,-0.33308001941851034,0.09402647693086258,0.0008338845996258312,0.12648682068002798,-0.058744110805044436,0.1130692218403877,0.022387934907470302,0.24005546639637243,0.12452757816026738,-0.010477937645171406,0.22278851742041694,0.010743920178855261,0.0014381531211971955,0.03966511290187007,-0.005582864167827016,-0.26563879019496206,0.010743920178855261,0.005150092746323857,-0.008367849867921105,-0.0035089245756793224,0.006538872288528981,0.005714714061020126,0.17052196670727868,0.0034524361667366836,0.07249821193667502,0.1304000559962327,0.23704644263044017,0.016382130023172563,0.005666013782432013,-0.010931087458000302,0.009941387088388888,0.029396001670840295,0.12473697869412509,-0.01756371771153063
r_d_abper,-0.006312516503995896,-0.0013244668569027608,-0.031113375891393208,-0.001165865735250726,0.01663579843123539,0.01029409372199491,-0.012233888970738238,-0.053377440505034485,-0.020331577955608485,-0.035520935812170196,0.008816618627893494,-0.12814914020488488,-0.013369113457610875,-0.003384613795764024,-0.03910374407436401,0.024128360524139397,-0.00046147245664652803,-0.01484175603940727,0.007711742356215553,-0.07094471312624884,1.0,-0.06152635460317439,-0.014693181480339264,-0.008071059893365323,-0.001121282614768585,-0.015790853852189892,0.06480239232853803,-0.028881830605225575,-0.012447902869334693,0.006523259752594172,-0.012426695008253124,0.001233148433356878,-0.04039645856349771,0.0064058031633655605,-0.014308231928731499,-0.009117642042331056,0.0009384068944902727,-0.011707636889357538,-0.0016063146977216938,-0.0022426592846694986,0.026908036559871545,0.006455011284191913,-0.02510400845533133,-0.0836559137576417,0.0008634741027106827,-0.036640345856048244,0.46097302561022035,-0.00048513624276587614,-0.030145346674428402,-0.01735271972540369,0.057191130460478454,0.025279913810622154,-0.0010111023588720441,-0.011890723042537198,0.003961598180906444,-0.0609472900285527,-0.02238391735825684,-0.03175236413145144,-0.1485185157863674,0.058788106034034546,-0.024733688145774545,-0.00763345258036427,0.00831145570349066,-0.003656392672980855,-0.0064115028294749925,-0.007252622102985441,-0.00763345258036427,-0.007318994561427189,-0.007805633513475939,-0.006626199402445777,-0.008960492641680569,-0.005087314999835396,-0.2002801403146057,-0.0009691198601098516,-0.0118225598340382,-0.012465818476586574,0.038082253324221674,-0.004915473926819014,-0.0026430567941630972,0.01593273391207956,-2.3376042591012176e-05,-0.006419581446724465,-0.023856061346489807,-0.03850527587601681
c_d_vat,-0.005260050771686258,0.00030154737126169347,0.009679941803407076,-0.0012562176053443116,-0.04586822808597843,0.02350589515455177,0.1652449040552992,0.01963414426417446,0.09733609735705331,0.16868565025941984,-0.004605952463907698,-0.06172264585144108,0.021766683110594588,-0.08803156676835942,-0.31717997135832104,-0.027184522934841724,-0.0035295854098164486,0.06880013625324365,0.02584446050725829,0.2986505348207553,-0.06152635460317439,1.0,0.29235334810318286,-0.006203594114463362,0.0011677901576158532,0.10117009355135473,0.15265016215593213,0.12058009066782159,0.010581771677095937,-0.010162285910058176,0.0869724136340522,-0.004540975322040577,0.13947371539616218,-0.01592651768552775,0.01899943510296747,0.09464908897688043,0.0010189424647403307,0.03642459215388622,-0.011368943005565887,0.0035761145521973963,0.39407624385534484,-0.023016862682082955,0.2289545967490684,0.11071275064589077,-0.003921740301859281,-0.04321883987038562,0.07399337767753096,-0.0006962798761544622,0.023887920838878307,0.09847483460802427,-0.12205460278067909,-0.07699486223085249,-0.0010997502143332129,0.12695822091447131,-0.11697740327514308,0.14617330916789054,0.02760087102569703,0.20118383472337573,0.13043488531383432,0.04450773697260441,0.3113400076233417,0.011270446333923724,-0.0012645665777516024,0.04605551070053013,-0.01105388408327002,0.012819234669621087,0.011270446333923724,0.004433398736368557,-0.009566590627600234,-0.005821466661284527,0.011946716796048992,0.010291317775861166,0.18809124555017007,-0.00011544661988741892,0.090621963962209,0.16801617226186058,0.25695037297975787,0.013677983747692657,0.0026357311080256744,-0.010943483237642238,0.002535826091310218,0.04728904528925812,0.1223472097530808,-0.04472101021490383
f_lev1,-0.006494017799315492,-0.008124594357959033,0.00707084758962561,-0.009125897943546487,-0.07421858281377355,-0.003558896007526323,0.18300570051166096,0.075977850718047,0.2622051146626669,-0.01092302289702569,-0.02410878968680082,-0.04158433087388379,0.01639008203700373,-0.015538889195423495,-0.25078354252696566,-0.011044520837383031,-0.0037569298865239675,0.1681763179877388,0.014519619611274969,0.1764492969098052,-0.014693181480339264,0.29235334810318286,1.0,-0.005414304819346189,0.0014494282706423232,0.297411590684015,0.14506386905831112,0.11036571304066133,0.010487866559665925,-0.03504556797172423,0.3003055628666481,0.0007182657249587224,0.4632797449404267,-0.011124264296402897,0.006573702377899754,0.33420926243971333,0.0047608766727267925,0.04518161532005822,-0.025007876935017603,0.0005422439044877485,0.30978294192565076,-0.005617773031236741,0.2579971006118466,0.057433034378224446,-0.005935970802527376,-0.029845267896260578,0.011514272339043355,0.003026055763883166,0.006930628811161264,0.09666094129464343,-0.06720278356978825,-0.0804027616741443,-0.00010775140944434549,0.4755998896675562,-0.07489979268116188,-0.04683723215735832,0.010057697546185953,0.1606928301866397,0.059240174689734165,0.026387378779546944,0.3109605676064668,0.0033749902269741513,-0.0012061713561741375,0.049241487385832235,-0.00866436371428512,-0.019311748462183257,0.0033749902269741513,-0.002507169534483657,-0.006882989977165476,-0.006945162771986892,0.012336974572858888,0.0040113309508329215,0.04163883560303638,0.0008432312705222883,0.2964382389388942,0.1288129478888112,0.20948182808415317,-0.0015717001631202854,0.006874935276565599,0.0011413007843697348,0.005590277514554657,0.026685185340262416,0.22029653162528307,-0.03221761285792204
maararv_X1,-0.001186955313914915,-0.0009638853590694953,0.0034945909746293886,0.0011276365339237242,0.008913582380960235,-0.004209173742705779,-0.0015138702673790337,0.002775379790795171,0.0011297498411227329,0.008772411960385688,0.0028684924238215684,-0.02528624634156907,-0.0037491469219526237,-0.014444365659545919,0.017147518496693374,-0.003775499856745721,-0.00038494658417243427,-0.0008529775544674597,5.2498277464083574e-05,-0.005375246070950197,-0.008071059893365323,-0.006203594114463362,-0.005414304819346189,1.0,-0.0002108370500350369,-0.002784582576579636,0.003500728798343267,0.03390532335447024,-0.0019055487157598372,0.011707642135703317,-0.0015709491764531677,0.00012303882148312852,-0.0013057229494802904,-0.004366569352338476,0.004953525758021972,-0.00012617482453698624,0.00024551372178525184,-0.01704651783151197,0.011351463494736442,-0.0004216917854478637,-0.018053724644576087,0.0012137488971787867,-0.01935330031732032,0.0048782073771011574,-0.00016633775366161347,-0.007170460935181836,0.004244201709845521,-0.0001225492386010267,0.004514595438690327,0.023030642433170687,-0.002465418923289109,-0.0019913990192227467,-0.00020452889718908083,8.184255650406488e-05,0.0008450685728953628,-0.009904327125032038,0.0040011019278398605,-0.000987031028509808,-0.028901479945242316,0.03340733772153278,-0.012758002916067167,-0.0004017268840874796,-7.027814339757183e-05,0.0020174480616390092,0.00396084678249141,-0.005483867908878953,-0.0004017268840874796,0.0042908746417724426,0.005461554934020227,-0.0012459377471431452,0.001571385633304192,0.0010734369867393032,-0.006489717220350249,-0.00018216424787214378,-0.0011926196660626976,-0.004243301312847314,-0.01950434699283832,0.0005663187345358294,-0.0004969793433133882,-0.003457988390626238,-0.0004155114304801639,-2.9410101351614155e-05,0.000972459277494427,0.1960073187732991
c_d_o1ocomb,-0.00015740055974682198,-0.00012781955080423658,0.000772782993776307,-0.0001709180450583181,0.0009172574836925455,0.0005198886131663504,0.0011059564541511717,0.0013370214670638363,-0.0008053610079729989,-0.0011448008294649857,-0.000191572242848984,-0.0033531753734951405,-0.0004971693686951363,-0.00514906464179097,0.0012985510654015858,-0.0005041724671099516,0.12167245019417332,-0.0004865938740774049,0.0004545000710484002,-0.00202978551615403,-0.001121282614768585,0.0011677901576158532,0.0014494282706423232,-0.0002108370500350369,1.0,-0.0008164558075524303,0.0015815662119123225,-0.0013168777542687774,-0.003810384712200989,0.011231859231127909,-0.0007759353855391434,3.064432682341503e-05,0.001396788322750645,-0.0006628816741111307,0.0009315073878911051,-0.000969990240086931,3.184508377241415e-05,-0.0020470802362746172,0.013789115853369314,-5.591998476438698e-05,-0.001779427923376772,0.0001609536210580811,-6.20462323969586e-06,-0.003144957907497571,-0.00016410911016272834,-0.0009508652529788662,-0.013416290055427956,-3.1965134113001015e-05,0.00103700236809597,-0.0010409249830972236,-0.001250772245310013,-0.0006212324580368358,-2.7122304036687088e-05,-0.001409045063604725,-0.0007584117111548224,-0.004214226178577759,0.0005673911311834948,-0.00023348686727812698,-0.0038325866758103506,0.0020431685743559714,0.00023514194626047201,0.01789021357236045,-9.319490783743252e-06,0.003856788451962547,-0.00015986875179476205,-0.00019159000231232356,0.01789021357236045,0.09924468468505457,-0.0002298241680346262,-0.00016522214148331982,0.002303609021631284,-0.00017344551738100495,-0.004526351443318281,-2.940645883801887e-05,0.002199351003411538,0.0011177319300575545,-0.0013013487232377474,-0.043208247930067695,-6.590376731380433e-05,-0.0004585592245148292,-0.00043499554205787415,-0.00024368775841912798,-0.0008221939559544632,-0.0010024895597225895
f_lev3,-0.0024297009284477795,-0.00015870557907848054,0.00021826599353486024,-0.00013428965796481967,-0.03503312854198193,0.0008737607656013639,0.1143988897847868,-0.005229545296478608,0.06511940214748156,0.01633528756096126,-0.005453662403766745,0.0031183854511629195,0.007561015841997162,-0.029799695594224355,-0.05757104383107455,-0.005657969433143847,-0.0014906862976888115,0.3420238604943764,0.013866959477607467,0.11166008642653419,-0.015790853852189892,0.10117009355135473,0.297411590684015,-0.002784582576579636,-0.0008164558075524303,1.0,0.06667410137149345,0.019038594910131344,0.004361107299152926,-0.007907334727217451,0.5638818458984748,0.0014743218145768144,0.13030108893838807,0.01632477430700774,0.004283013178537163,0.23172621658293105,0.0011712324435083899,0.036944779503474426,-0.005954410725027883,-0.0016329801008353561,0.07479122842592947,-0.004571858426327104,0.03440297075621325,0.0017480348650527732,-0.007060020668175563,-0.0026650613397064464,0.015265921433939053,-0.00014333833571916147,0.003105740650764972,0.01442191527014331,-0.0314166784832848,-0.018141282517181164,0.0002443341024845177,0.3417564036080834,-0.020343435249269123,-0.033408865705791845,0.006815561028316663,0.17641061135500097,0.027059836611481862,0.0022081099806283222,0.04739081513454979,0.0032836013162519623,-0.00027214855411519985,0.025773106916944722,-0.0009494157254675596,0.0022683219007201237,0.0032836013162519623,-0.00042123643684121323,-0.004697778915322831,-0.002171294963292182,0.005408990030063784,0.00039873132136700857,0.03221962250738718,0.0011917350044408888,0.05852351162383614,0.06665915500668007,0.038575938046650084,0.0003801590737696223,0.00463784964899935,-0.0020013224617889125,0.0006277692084932268,0.005675187107955061,0.3502715578074849,-0.004781737101442328
f_cfoper,-0.005476206178854532,-0.004007213302980336,-0.0005623781947768061,0.0007087125044472208,-0.015959315619182467,0.021270796777354058,0.31959844902202034,-0.035246788989703626,0.0942481958281049,0.07975200115103928,-0.01361437234408178,-0.06189027971339351,0.035119390881997004,-0.008035091312527713,-0.17256666374206953,-0.006007414801089644,-0.000695831168048563,0.06439974574281684,0.08712970527100476,0.15585523588567654,0.06480239232853803,0.15265016215593213,0.14506386905831112,0.003500728798343267,0.0015815662119123225,0.06667410137149345,1.0,0.008080998243189162,0.019519352207953432,-0.019243378209275373,0.09492524263784964,0.002211825612256688,0.05639485819239465,0.022906871335662445,-0.0008755119783114113,0.09936430383819435,0.00287065058780691,0.03725929038246936,-0.015334522980496233,0.00048677619290792386,0.20646735624431375,0.0012012868714385812,0.07000033759199942,-0.045319349267350595,-0.057173382046858214,-0.04482815707631931,0.007954525588708048,0.0038357286929335058,-0.0034334641881637643,0.0060217627538716135,-0.07048407192639329,-0.043578978242146994,0.005564752002092943,0.14747934085135297,-0.03215966371628164,-0.07413612054292765,0.004630251107978464,0.19172730136010158,-0.014426720794450365,0.30103354268121585,0.11839857768907545,0.005758506932716163,-0.000662303764367018,0.10222546147767612,-0.009487412415238549,-0.09170180282753877,0.005758506932716163,0.0023931266909496345,-0.009156503375257485,-0.004186348579203667,0.0011287045303340162,0.00034215910402097464,-0.07751822309040336,5.0689121424010685e-06,0.10301686003523301,0.13905186698125307,0.13483516490891462,-0.00038928492393115434,0.006672076346172119,-0.00902362396904767,-0.00770746021731384,0.027391538124549027,0.09488204820823833,-0.04363247523241768
count_tax,0.004489307869581886,-0.0020990926329778202,0.01004246023093721,0.006155663949997184,-0.011312763684254311,-0.005728096339197269,0.0394524075020692,0.05344616924292441,0.026246796972324675,0.04102182134848913,0.005997255456462433,0.07503287086067553,-0.006030160614869054,-0.029788408245168933,-0.029651387155288457,-0.006155375155846414,-0.0024043572664018023,0.021788649046618678,-0.0048059977842741086,0.07623353506374408,-0.028881830605225575,0.12058009066782159,0.11036571304066133,0.03390532335447024,-0.0013168777542687774,0.019038594910131344,0.008080998243189162,1.0,0.00907699401968591,0.006086807630041929,0.01865548366102298,-0.006439482440615932,0.051503376501316374,-0.009447854083672545,0.009438087334405307,0.015608333817534325,-0.0014686566319147476,0.0032830964495537494,0.0007160772068383447,-0.0012193057383610654,0.049507311131096486,-0.00045269577517962034,0.07138099140647121,0.021351994394480402,0.0012847235609298611,0.032869042314983395,0.029228405628397687,-0.00036652162071062864,0.009716319340627938,0.783087650067479,-0.03371611388353401,-0.01798795070976907,-0.0008167428794952823,0.025246492764489814,-0.02285269894410924,0.0425315983402178,0.005099099695584896,0.04702799721691271,0.015692372955860474,0.057500194626609415,0.08597765658295957,0.0046614030111450655,-0.00043895379695456355,0.005919977004753208,0.0005582099555089649,0.002695427735080926,0.0046614030111450655,-0.0006043082638712642,0.012621358225649937,0.004037621336148331,-0.0017955869903479294,0.007047383837290023,0.05218708214474304,0.004171500508294874,0.03925955427101677,0.0059831100190726435,0.022773985432801302,0.00518289884154755,0.0004968524685175338,-0.01441553757963268,-0.002304977002278702,0.003230160732303309,0.02701596402258798,0.03986067838513555
rep_tabelid,-0.0008670023147542592,-0.10934819050446361,0.015361307564627717,-0.15010046960636328,0.009833695120128386,-0.01834888208860849,0.013495788159379149,0.040630268164164665,0.006647250070807704,0.014544113880698758,-0.27338796954649375,-0.01189110828616317,-0.022600848982552903,-0.008454914957465476,0.02651511221766665,-0.004841236142673978,0.001279401110967756,0.005541722672774272,0.003062734247862569,-0.007576887298149921,-0.012447902869334693,0.010581771677095937,0.010487866559665925,-0.0019055487157598372,-0.003810384712200989,0.004361107299152926,0.019519352207953432,0.00907699401968591,1.0,-0.3864231095556885,0.005858608625577653,-0.000467595091906305,0.007561790796452829,-0.05740224313803236,0.01277343131847997,0.008078321746917472,-0.0007420878523945679,0.00041850643171568243,-0.316965989372692,0.00140152675973975,0.002727914520797106,-0.001681037364638862,0.009541291525301488,0.018832072585171156,-0.0002491320743228888,-0.006977321153691535,0.008557766331570545,0.0004545016111140622,0.01227832491965907,0.006077196099840179,-0.013478850846261504,0.00033920949647651624,0.00016277589049933428,0.008698755413767793,-0.007060288521183916,0.021079081848391322,0.012181385524088874,0.014902180880538162,0.013633624396526472,0.04954285916209269,0.020860783319327007,0.007959842389640528,0.00023357509440659897,-0.021584142133425098,0.0016379095146159945,-0.0007312094943665916,0.007959842389640528,0.0006032816014538518,-0.003036906299050694,-0.0004435863614654723,-0.004272648812093543,-0.0014764330042010758,0.03502165329555647,0.0005397384491838916,0.004886269612366043,-0.026959404985713847,0.011427790901374623,0.006122933797392238,0.0016517510483441212,-0.6543984318529044,-0.6207712883474732,0.005984813477790034,0.005183536813719561,-0.007130989640211934
