,maararv_V2E,r_d_ifrs,f_liq,end_quarter,r_d_cons,f_cash,i_top4,c_barr2,c_d_cont,v40010,v30010,rep_PDF,r_d_accanomaly,v30030,c_d_late1,r_d_rmicro,pohitegevusala,c_d_sales,maa_algus,c_d_o1comb,v40020,v50010,r_d_abper,c_d_vat,maararv_X1,c_d_o1ocomb,r_orddiff,f_lev3,f_cfoper,count_tax,rep_tabelid,r_d_pdfnot,c_d_o1est,v40040,r_sizeg,v30080,f_d_altman,r_d_invsub,oigvorm_initial,zmij_x3,maararv_V2T,c_county,rep_notar,r_d_rlarge,f_lnsize2,oigvorm_arc,c_empl,f_d_loss,v50030,maararv_X2,f_d_roe,r_repper,c_d_o1for,sharefirm1,r_d_lowqual,c_d_overtax1,c_d_nassets2,f_dsi,c_d_nassets1,r_growth,zmij_x2,c_sizeg,maa_lopp,v30060,f_d_prof,r_d_rmissing,c_d_emplc,c_o1ctry,c_d_end,r_d_intang,maararv_HM,ln_size,c_o1ctryt,c_no_share,maararv_HP,maararv_V2,c_no_dir,r_d_accerror,c_age,r_d_rsmall,c_barr1,r_accr,f_roe,f_d_liq,r_d_acc_diff,oigvorm,c_segcm,c_top1,f_d_roa,r_d_goodwill,rep_RMP,r_d_xbrl,v64040,r_inv,f_lev4,maarusearv,v30100
maararv_X1,-0.0010456150500653691,0.0010059372772649362,0.0011125108999443295,0.0019224048821388268,0.0003502844721523768,0.00013693190391116065,-0.006987534205998013,-0.002946897880701223,-0.011995912803294644,0.00023475488946304995,-0.0007997765629982277,0.005735717114968126,0.003078624905840422,-0.0012130222103516684,-0.025685858031085303,-0.007875540710386934,-0.005994113048028133,0.008504999998538557,-0.0027708079016477917,0.001670171997744064,-0.0002991184304766981,-0.00021401858680762168,-0.007577655353156152,-0.015456206866838669,1.0,0.003934989288367194,0.0033663347927631853,-0.0014092558892043465,0.0008604104038571956,0.03446982925860163,-0.0012794712292586408,0.009888887805678655,-0.005690820726988868,-0.0015435226779354969,-0.031149209539165893,-0.0008259678504917018,0.0011786874159077404,-0.0072251542095236095,0.00922339632326882,0.0011125108999443293,-0.00010640719550114667,-0.018208586407427806,0.005197324355346458,-0.0006250699956117192,-0.02158312378880973,0.002486051822929244,-0.004405485581837542,0.009858767587731314,0.00023600342607448576,-0.006611905276347374,-0.033191525428052454,0.002081855091785235,0.005822843110300652,-0.00020740754447963613,0.002219213079685946,0.02153927635914056,0.0036834073048727122,-0.0001625388874708553,0.0037200855145836766,-0.00020742864182374875,-0.0002689477276615929,-0.0007354020289372394,0.002956408380874238,-0.0013931184859674458,-0.030893250792069775,0.0320225060571127,-0.01820680917357943,0.0024010078043512936,-0.000150482996552739,-0.0024521397071607764,0.00048256288101248125,-0.013104398368601184,0.0024010078043512936,0.0003296689356525308,0.014043859831413201,-0.0010855144648643815,0.0002616732776671729,-0.00011769655865858823,-0.01084130908521984,-0.02862537745370008,-8.281841579862667e-05,-0.00012227023747109122,-4.893933086432726e-05,0.003084201958188483,-0.009193507610780858,-0.0002182366750227526,-0.022474475618918965,0.00021514347004070644,-0.03376859266963829,-0.0013498204218495833,-0.002640946215975335,-0.0019308963442862986,-0.0008093203252283063,-0.0019349163505235345,-0.00501172426107087,0.2285113954843013,-0.0031043936401004245
c_d_o1ocomb,0.003858893361679351,0.0017828560411413917,-0.0003741736239577261,0.0018405062323319445,0.002793975566034578,-0.005001499525584706,-0.005766852974099935,-0.0035673598306115674,-0.012165874908011005,0.0016658070890449134,-0.0011079598864212111,0.0010173461752429939,-0.0023229971420549067,0.004939652304481663,0.006561494511377053,-0.020906481407621615,0.0034362636090339922,0.026946046545038363,-0.00728125416617788,0.12071628471840447,0.0010450755101273387,-0.00047642050375964443,-0.0007576472229329432,-0.007747025538578193,0.003934989288367194,1.0,0.01705284501185849,0.010550671312509427,-0.005994859016009221,0.003169738904379486,0.006138467221000174,-0.001771889059196511,-0.03503829690857033,-0.0005424574900336843,-0.0015570655324255714,0.0010955386271708763,0.007481252673390137,0.006426760128467778,0.005793068984114384,-0.0003741736239577262,-0.00028246950097635603,-0.013553278767519852,-0.003010914461348301,-0.0006507915750121744,-0.026853569079274605,-0.005727103427325276,-0.0010476026493103628,0.013896155439251193,0.00028204765819253553,0.003367533071921855,-0.002263816566131162,0.0037424524968885597,0.0354661243592968,-0.0001755810113772312,-0.0020959437126666074,-0.00022785470748438368,-0.003535122208160037,-0.00025907942867275637,0.0008885122469565086,0.00958121573633717,-0.00047109405247423007,0.0006196695600005126,0.007356580203648431,0.0012663263887703834,-0.0017526501637178408,0.005549179464564974,-0.02677518667314796,0.07779859775827236,-0.0003994735200141615,0.02060958007230896,-0.0004750250016976529,0.008951372244124995,0.07779859775827236,0.05943621446137352,0.001415243367428997,0.0029284263144192368,0.06021459805844671,0.0006356175874400678,-0.002534947193020079,0.002400457011389035,0.0055400390275967045,-0.0003236446755999553,-0.00012688104485994697,0.012556385992238723,4.569766905034605e-05,-0.003173858048317852,-0.0232202052476157,-0.123953376981931,-0.00394857602437666,0.003427970229825002,-0.006052201892848788,-0.003231880206687838,0.0011103306003894054,0.00013836833668434283,0.008815049762152838,0.005101834484852487,-0.00011097597409654709
r_orddiff,-0.0019805963967065646,0.029488606136340505,0.0015216469391296198,0.010188356568788274,0.02305736747853566,0.07005839978491696,-0.005572658098777555,0.05595260567765073,0.06117905530215195,0.01897965643141835,0.028711904321828782,0.031635024157884634,0.0024325032708326978,0.039033374242356436,-0.016963547254438778,-0.82272090755715,-0.008890988739530056,-0.02228273438331123,-0.02142049121475024,0.015190744159107372,0.018393333144968122,0.011246469917646934,-0.03141282690843349,0.10670526872465054,0.0033663347927631853,0.01705284501185849,1.0,0.02411213336156178,0.12141491008939677,0.02089980428689716,-0.0400351036851499,0.006116716152915207,-0.025286839961738854,0.04104361107706862,0.124822375528145,0.03437322395361142,0.007809127934743205,0.04735978318412004,0.046091961598926624,0.00152164693912962,0.00020919773206313474,-0.007955074691303644,0.006834893869227221,0.1342829622553376,0.11789538495178385,-0.030689439429152882,0.035388615848755016,-0.014866887941495713,-0.0138455887327158,-0.02732662426897111,0.04159741751506909,0.021615557047505556,0.02509136630895961,0.0064221171395298995,0.005324768372273881,0.013028485516282088,-0.07811733754357149,0.0011123277488494722,-0.048660983565032824,0.00016054885748981838,0.0006725189534310238,0.07971562797757956,0.022072492025719977,0.035727852247742754,0.03376378929697749,0.10799707165461134,0.08636707276530015,0.018982727619439706,0.00029585124807232296,0.04521222142194883,-0.009186050754889106,0.005826906777087387,0.018982727619439706,0.056049147675527704,-0.002908534280525474,-0.0006430961103462593,0.08884320544471432,0.00018810950816115326,0.08506060016527033,0.05627781104993021,0.0029561698381564768,0.0011771236003309462,0.00013378742427259225,-0.0025560086710328766,0.07425137672830891,-0.03503612619476246,0.07343432827659035,-0.11283654789829263,0.03438965966885888,0.007569143260737127,-0.000992992249651798,0.03871951699296374,0.013968475180240681,0.03347014930774597,0.0769446095231309,-0.02545929412717282,0.05405656776222618
f_lev3,-0.00032446372006360703,0.0034966849245917286,0.004195990011476495,0.0050300624921572135,0.004144390766355371,-0.14122014746312794,0.0015015024929854758,0.13677030911031315,-0.017251889852211887,0.010459821396680898,-0.005455526245683856,-0.005983629082582642,-0.0066893657854424785,0.03171477879514618,0.01095782200431511,-0.021313590377502776,-0.026789786989499936,-0.06095353809988467,-0.009242462356629724,-0.014214360824889739,0.04589635942247115,0.0005346326875604667,-0.028750169142782788,0.10925603087608586,-0.0014092558892043465,0.010550671312509427,0.02411213336156178,1.0,0.0913176233445369,0.052125708571745845,0.010425329184803829,-0.023894476673923828,0.01910632510789773,-0.0033393396066942445,0.011303023471770101,0.031956397712750245,0.35190373669626485,0.017150162863648576,0.03573119653606467,0.004195990011476495,-0.00109870228920278,0.05386183690931081,-0.018320640388800446,0.0028510591134522276,0.09608553733800733,0.0013068046166411253,0.0070215612115121315,0.003420007827677116,-0.012209130584359601,-0.007344675678813566,0.06403615834213479,0.013158805502239322,-0.01922001404747616,0.00018301108889916338,-0.003180995849448229,0.03277510712572134,-0.10934911567449249,0.004628074302882372,-0.1289257341674703,-0.0007107857556430309,-0.002862806491269799,0.0029397622391282084,0.011006115991543643,0.051499548126463464,0.032915769708423435,-0.005726612100713773,0.04893363442998705,-0.015928440927524698,-0.0015538048157354854,0.03766800941678186,-0.002786492407332283,0.01973492344054368,-0.015928440927524698,-0.026448125385304323,-0.0016742585593402888,-0.0008543471960637596,-0.024940998203975755,0.002883895357917156,0.014364045809425272,0.011159981959246333,0.010286397336102121,-0.0017976983366003235,-0.0005183276790265057,0.10850991619053635,0.08768020966486217,0.0006235633436257089,0.0706116319916727,0.06361734104581819,0.028222150394837272,0.009407714191555522,-0.0010241986534061686,-0.0010500557745462956,0.003869274496819601,0.013783803059643919,0.5005092112858566,-0.007735966773734531,0.00379038828005448
f_cfoper,-0.007127598384266419,0.010326352012498383,-0.0030650460193790067,0.009169662707383475,0.030994686398086294,-0.08193851514299177,0.028704960235980466,0.12635312580883978,0.09857432756905166,0.012049685481375976,0.008451561396552175,-0.000536617757352893,0.0059824519382492645,0.011500874523496138,-0.06165496742509529,-0.103992005689312,-0.03629607735824074,-0.13435419642545973,-0.00825103196015847,-0.02078226526664062,0.009222456343629304,0.027291147590827004,0.052077602005404934,0.18614594304772705,0.0008604104038571956,-0.005994859016009221,0.12141491008939677,0.0913176233445369,1.0,0.005877081263546433,0.025238428618908883,-0.030505215248619866,0.04490039137259397,0.021441545208719312,-0.3573284876545052,0.018210685250825268,0.07002270582421677,-0.0037300659583309245,-0.026759378053381046,-0.0030650460193790063,0.0016487455168970246,0.03830191603586885,-0.025147111456969837,0.008384967027913841,0.22330411881366244,0.005411648297126935,0.027074103493805866,-0.05715302929980366,-0.04744790454041084,-0.05159137173111908,0.0074910043616672846,0.016845454825937436,-0.04451388317810374,0.00758824212827568,0.006964703158500363,0.0009674359586074391,-0.06730039821856486,-0.0016270892571722513,-0.050047108107872336,-0.00044825845907640633,-0.003489092165978868,0.015705518711192728,0.011427231638852722,0.03314496306533198,-0.01249893350554136,0.3863248337662085,0.187586219657442,-0.03360279668852262,0.0023316859801355417,0.08756018055768386,-0.009702214082256033,-0.08031084185949736,-0.03360279668852262,-0.015255040475338226,-0.01081413851148681,-0.005802814336390767,-0.01215419162257575,-0.0004238059632822726,-0.07064421690087154,-0.3760575387065938,0.005406970889827158,-0.0009402205483823296,-0.0007791233571269454,0.09965226798240269,0.1459442424049179,0.004447726297830495,0.1330993287973639,0.04401079566528504,0.0010546057110996264,0.007717259555853906,-0.020435219031185645,-0.007101203702793438,0.021424815214081322,-0.014969218822587288,0.10678574163495805,-0.05071233091895643,0.031164061184969078
count_tax,0.008112772786323373,-0.004250144456842723,0.005406090269837281,0.017845432770345743,-0.005818411793361568,-0.06671911172362735,0.009165330299785942,0.04081935246927749,0.10004010596064815,0.0018950374456349495,-0.0061593968795774345,-0.0016923429241677726,0.006569846770581249,0.014003092120884856,0.09846215061509449,-0.033842116312426083,-0.05877791009604241,-0.01869103307357735,-0.005614622005423118,-0.013705175014115238,-0.00020689786693978487,-0.0010991861500066918,-0.036208244206458406,0.11593283124149524,0.03446982925860163,0.003169738904379486,0.02089980428689716,0.052125708571745845,0.005877081263546433,1.0,0.007096713155224397,0.011120961521292341,0.042982911676340725,-0.008600012936365711,-0.05317498928217158,-0.0015430529837673012,0.11553553364068597,-0.034278798636385756,0.0657496629047454,0.005406090269837281,-0.0009330949132060043,0.022554711932082448,0.008321822003859052,-0.0018535113368338266,0.08159355974263727,-0.0026789693773800784,0.016611705897869415,0.03760900222223164,0.002835070929035122,0.04241784491506296,-0.012345562336392446,0.03055011397994012,-0.0427420133116825,0.0012725742097915694,0.007748061836671147,0.796090495045042,0.03181626101107967,0.001809442264485571,0.052218997325299055,-0.0010525907670272767,0.005841383221956833,-0.0034713659140688355,0.006251543843812312,0.009556304898716853,0.004088939999625707,0.05826084039794733,0.10990877964390092,-0.017953594592149263,-0.00028058509810724203,0.002566288161449801,0.0075447108200295656,-0.010990109075244163,-0.017953594592149263,-0.010426921710883247,0.017368128153880315,0.009074310260853424,-0.037129282876032656,0.006879555152401482,0.040110639882282445,-0.044034087282407,0.0014534170663744028,0.009941277626620748,-0.0002595090356381049,0.12027488941399236,0.010092373295731276,-0.0001562131931289911,0.04812274837565012,0.0313936622342724,-0.002470675051021762,0.001672046682831971,-0.013409867074183157,-0.004361802000086058,0.00329859490254568,0.030404566498284488,0.05347754506048875,0.05285646261242237,0.004707807523924182
rep_tabelid,-0.0003484386201841067,-0.1727563531683037,-0.00010816294711175335,0.012105856793011318,-0.13479120261630437,0.009610490565917128,-0.0003497754862212514,0.009957095881313922,0.042629644574983194,-0.039539958648442786,-0.05253283593807148,-0.33116015328190124,-0.009246893512898922,-0.031106787008454272,-0.022183623221397483,0.0003871322183473433,-0.010394129614426687,0.01002115275633524,-0.0030264211688008844,-0.0014712714632907822,-0.031935708198649396,-0.012388031841515691,-0.01300842366812664,0.00526007614627312,-0.0012794712292586408,0.006138467221000174,-0.0400351036851499,0.010425329184803829,0.025238428618908883,0.007096713155224397,1.0,-0.43331421375861945,0.027015718946026408,-0.09508258922676366,-0.03819451933949972,-0.0801312135390613,0.0221989713557762,-0.055081340479191984,0.02576355047687402,-0.00010816294711175376,0.00033188316404789847,0.006879588166459149,-0.38553719025060484,0.0010873276082694378,0.02305324158245698,0.053204721199525205,-0.030624914169892114,0.013779342949095424,0.02659487296264261,-0.009883395503620138,0.01913542428220165,0.0031952022863288884,-0.026539495752133734,-0.002883032616106154,-0.007832321437319227,0.005882933541739895,-0.005638762306222267,1.7756358128866136e-05,-0.0013604163011217418,0.00041328030753952176,0.0008412784234911255,-0.1362357688527048,0.007716488843472167,-0.042610663585443,0.01776908372401623,0.03139018674688181,0.036490889904827836,-0.009833147351777486,0.00046935522354581247,-0.018562687962828454,0.00030424105900229726,-0.004758324054863122,-0.009833147351777486,-0.0002577545197291861,-0.005372394429395125,-9.148616248991571e-05,-0.01217589905303232,-0.0005994629760624063,0.022097030715273035,-0.018485591346345087,0.0009476441350169017,0.0006809097093794948,9.199819767669135e-05,0.007910820302362113,-0.01346786151258225,0.11200682142603681,0.036510195647143195,0.005510930908613745,0.017197608651910067,0.0034108263178507445,-0.4945087733801086,-0.6973066397526229,0.0030230240126460956,0.007557381814549959,0.011065245778774074,-0.010278212559907102,0.01242467671183178
r_d_pdfnot,-0.00023892499973328707,0.12042343931313783,-0.0007995273643330778,-0.006662378220682453,0.2180516566771523,-0.02832503686788918,-0.007888734587496815,-0.02094427750232687,-0.0672020864174192,-0.0019218111459332287,-0.001956225534037786,0.44730684687135747,-0.0033745312153317837,-0.006451423805279844,0.006380864895542876,-0.00951371789987016,0.0004769562486305101,-0.0010079122027751273,-0.0033285639901088006,0.013038515998921764,-0.0014238997551432712,-0.0010506092301290348,-0.00239506834890727,-0.00786854974638454,0.009888887805678655,-0.001771889059196511,0.006116716152915207,-0.023894476673923828,-0.030505215248619866,0.011120961521292341,-0.43331421375861945,1.0,-0.05202359355110811,-0.004540117075070063,-0.03998939873334034,-0.002798920097901073,-0.037723066181545695,0.05737297385801939,-0.008344221483854426,-0.0007995273643330778,-0.00014380969228912563,-0.005793393765433818,0.7374021713372798,-0.0008447842582893476,-0.06830555721139074,-0.038641499605877476,-0.0029055403408910717,-0.03800428187904881,0.0008787756164374873,0.0028634167505346415,-0.04485846127166649,-0.000328215363927114,0.05216369526118423,-0.000550646806851206,-0.0041054863576958055,0.005862259407586689,-0.020566659521120002,-0.0004186970122899417,-0.016875153843747354,-0.0001831967581163734,-0.00040005988311699926,0.027379283985499214,0.0035786880183502727,-0.004277300547561443,-0.04175233516205653,0.04101175007054686,-0.06051804902860708,0.02863806410407488,-0.000203378289664271,-0.01216673526641977,0.002003674242873904,0.0010901907682379923,0.02863806410407488,0.006444782945371138,0.009260491009987389,-0.0003359532296482445,0.01549139495821503,-0.001821444589749163,-0.0018900196968576815,-0.03691273582896253,-0.0010290521408358884,-0.00043260184713165184,-2.824079067233835e-05,-0.03006674806911483,-0.0033926157609922712,-0.07863941781475994,-0.10230488076970888,-0.007847817267100404,-0.045638369642072685,-0.0018242869629026195,-0.003569247933683631,-0.005032995200608546,-0.002648462136488316,-0.012070079261375967,-0.02410014787729116,0.007325012177013152,-0.011066581067327328
c_d_o1est,-0.00442291679372576,-0.02383066831499173,-0.004787281604983603,0.01410402339544901,-0.010338802346588015,-0.021269937872124986,0.04296709483974723,0.05483603021200835,0.1036776325452759,-0.0092582963911545,-0.010907268578850724,-0.024536850018182416,0.006502530989812053,-0.010780396866424782,-0.02387824460893672,0.023827487005814014,-0.03298532584214257,-0.06183613219175628,0.016372775603049367,-0.40247765326421764,-0.0062074783441097335,-0.000933962680844573,-0.0466630972417345,0.10600320512948763,-0.005690820726988868,-0.03503829690857033,-0.025286839961738854,0.01910632510789773,0.04490039137259397,0.042982911676340725,0.027015718946026408,-0.05202359355110811,1.0,-0.017173486881652766,0.0033037110123759947,-0.011195013230696433,0.034744355739641644,-0.0146177778713324,0.031214723256872506,-0.004787281604983605,0.000797670576652606,0.11329555528476729,-0.0683673951161337,-0.003824569686807468,0.0940118472761924,0.006135272048055534,0.009253575086657476,-0.027547216433889125,0.0056382869733743474,-0.015226353656329952,0.024511115590258026,-0.0046597336141937975,-0.9953166273363216,-0.0010868572119658165,0.004867389893190781,0.03641105370737063,-0.015985401207881188,0.0003579540281553749,-0.02661307756384016,-0.000647277031763945,0.0011856095646619437,-0.022108524743722588,-0.017125694770033843,0.0012988954790307103,0.018150011451540143,-0.00883676178748646,0.14227111575632645,-0.4608538428254481,-0.002084856879267669,0.012108711350765121,8.465473738260884e-05,-0.09995148446225481,-0.4608538428254481,-0.013528869124825435,-0.0033659435293612425,-0.005010837016752511,-0.08949499102372604,0.0014840254163821297,0.09767672778297637,0.0017426946695082422,-0.004127187582613282,-0.00010969542869483964,0.00025295304434686346,0.023127091141071466,0.06224263236510872,0.016922505586890704,0.08982146169764585,0.020300899959536614,0.020876810792892754,-0.006375272974513038,0.01667266259343519,-0.0005501387765666248,0.0012593971579045516,0.020719109558136255,0.06597695121499086,-0.0167651090875644,-0.06696755338944703
v40040,-0.0008475764988125908,0.28788245928145917,0.004662184120433893,0.002005264923272692,0.11676770948785363,-0.015068327317859365,-0.01493433215113273,-0.0024505107017227766,0.0008465490146983366,0.21366216544057498,0.3493817883105293,0.2853377683475564,-0.001588068377774264,0.16063608131484022,0.013393608260427741,-0.01329354011052649,0.003439517933490351,-0.01294251560857099,-0.004478116708208314,-0.00248115764300387,0.1956814604273642,0.0776099788768059,-0.01111789947657436,0.02830079593445197,-0.0015435226779354969,-0.0005424574900336843,0.04104361107706862,-0.0033393396066942445,0.021441545208719312,-0.008600012936365711,-0.09508258922676366,-0.004540117075070063,-0.017173486881652766,1.0,0.008217678321117937,0.6583675736469985,-0.018140534563246043,0.0688745395186276,-0.01829805730030945,0.004662184120433893,-7.655156613756786e-05,-0.01004112258516682,0.0025033541656928485,0.0017508771936157303,0.038954095635252386,-0.11513216608517583,0.0560263310618543,-0.021240077016599843,-0.20825105947869688,-0.0018417440459403663,0.01665119241508264,0.0037801598293944706,0.017397912146663395,0.012414130707253695,-0.0009876614814752866,-0.009278646691015692,-0.03905394769572457,0.0006643856218198986,-0.0353142517200742,7.814733327845275e-05,-0.0017516677278752312,0.3381527607145762,0.004711205258790048,0.15525014697202763,0.006802389892262192,-0.004815124749561466,0.01753462763675796,-0.004549033447613579,-0.00024294196279613036,0.024253530712209054,-0.0011833348825568753,0.017005820104765007,-0.004549033447613579,-0.0004968304612589515,0.003334227492528924,-0.0008813644568336483,0.01234294516431318,3.6437697651405786e-05,0.04448166690357428,0.00839678746099381,0.001685725097370371,-0.00046527589225305846,-3.1973630206527893e-05,-0.01937022807083099,0.038904875853255645,-0.21421231569498442,0.004015954415156373,0.006112806932993253,0.009158915452894864,0.0022140238618623058,-0.0036543983885552567,6.01188333088209e-05,0.0035294922853344344,-0.006588617255957648,0.026260047996555295,-0.0015380485265100963,0.044346147048741597
r_sizeg,0.0024351635947229312,-0.013146898429929237,0.00029272947696790374,-0.01153179132542648,-0.014510658722706384,-0.007437057265760463,0.0110368851958397,-0.019812655611692095,0.02338425903664282,-0.0002839776747199228,0.0019469455193825915,-0.029417759741220004,-0.02596379222140781,0.016968750494840666,0.05209069861484998,0.05290008647735242,0.006487403551946803,-0.00017199522243656074,0.012662562131686428,-0.0022792348248519313,0.0013609741036696792,-0.011199178739381725,-0.052693859736839,0.028851132268344206,-0.031149209539165893,-0.0015570655324255714,0.124822375528145,0.011303023471770101,-0.3573284876545052,-0.05317498928217158,-0.03819451933949972,-0.03998939873334034,0.0033037110123759947,0.008217678321117937,1.0,0.0009390676741847793,-0.015878731838390697,0.09744169505385428,0.04272746529159756,0.0002927294769679035,0.0007147382066605197,-0.0032706912113219435,-0.03745652926807978,0.050907853028202756,0.06395657346848722,-0.032175439183145686,0.011677917012953131,-0.03145734972614455,0.009372762474673703,0.07562330188474321,0.0943500958334263,0.006497016585409085,-0.004623186476246251,0.001430342419110361,-0.024707176258058162,-0.029503492090011463,-0.024051621783269906,-0.0015227199077227473,-0.01967694232290935,0.0028877809511133785,-0.0022443921253410206,-0.013378287453827973,-0.01418855936797417,0.006522093393872668,0.08146104650374868,-0.9727286641342241,0.026902618539425077,-0.006432470618209409,-0.0008633804689189359,0.0033369183834833817,0.01655370024521628,0.1018346736414763,-0.006432470618209409,-0.003898734221300798,0.010644034861557156,-0.0033681448210779665,-0.018613743267368314,-0.015771389548679047,0.15374392650280427,0.9053010724429806,-0.0015097906977507296,-0.001726246403389015,0.0003158753200218427,-0.03075671488412219,0.022152684588180323,-0.02486222222738819,0.06333813862402121,0.007982341417219362,0.09125121673195635,0.0013801383623055913,0.04476008284707973,0.057327556379774075,-0.00045782416572452645,-0.007500424062411004,0.029354269789871795,0.0636243958064698,0.04904515840343318
v30080,-0.0003499527484834032,0.2230637624318185,0.00020661469750082002,0.0016726043643485943,0.10103000289289882,-0.019183508526108593,-0.008786703437862755,0.007027847101473312,-0.0012717141582435287,0.5057976133282208,0.2468567861528673,0.24227372733605834,-0.002060613461833374,0.08502020118086398,0.012891596651023038,-0.008418393148258206,0.004554512520861787,-0.0067586625150434666,-0.0028153699204098307,-0.0016181446031670536,0.6454908817808934,0.08097535731665804,-0.005738346819331404,0.0158370163558997,-0.0008259678504917018,0.0010955386271708763,0.03437322395361142,0.031956397712750245,0.018210685250825268,-0.0015430529837673012,-0.0801312135390613,-0.002798920097901073,-0.011195013230696433,0.6583675736469985,0.0009390676741847793,1.0,0.01798502114095327,0.05250227439481608,-0.018884981291432706,0.00020661469750081992,-5.368722298372716e-05,-0.005457681754779171,0.000946440375912223,0.0015354916039895545,0.01998739249630143,-0.08863780270715997,0.048626526673724246,-0.004306271953925635,-0.33188301780156176,-0.001215609389273709,0.003603225580137089,0.0021373832765963726,0.011341328871913178,0.014720428873978205,-0.001450773078829765,-0.0032474634661700426,-0.010866923581387829,-4.704067066221572e-05,-0.006903187184252817,-5.1292771528104767e-05,-0.00034339581759386075,0.323994990240261,0.0030058198728105828,0.3010344157108311,0.002100282936030494,0.0011750978794292017,0.004050526799757677,-0.0028422802703726114,0.0002331428640912095,0.024207313284550558,-0.0008465274128954357,0.01146725199045656,-0.0028422802703726114,0.0009959672031770222,0.0028581608599972733,-0.000392322687121988,0.014438842602575998,2.1198769231298877e-05,0.02341069792762053,0.001064955874929345,0.00262949899877289,-0.0002902634112114455,-3.090492000225621e-05,0.019105759941233397,0.027495229585045734,-0.17534588860023756,-0.0036823819841807263,0.0025226328166747126,0.0024369704544120897,0.0026470409182988903,-0.002343511009672399,-0.0006889996713021044,0.0017957051943951782,-0.007552970565762761,0.03833721804866415,-0.0007564635792382563,0.013657282580436535
f_d_altman,0.00046495055042236833,0.00010448400399184038,-0.00866996895065665,0.013665059164591547,-0.007060425073367316,-0.17376750074728217,0.006399425991181913,0.14698670200755257,0.02131849419531263,0.026971532855107182,-0.008614943009890188,-0.013868394297674948,-0.02395034868881587,0.012962640998513615,0.02605755977488051,-0.005933715168688302,-0.025831021413795435,-0.06994980949158804,-0.011786982186181202,-0.023212263971962157,0.017016319308785586,-0.0018047437784901818,-0.1062965437177434,0.1645765826283099,0.0011786874159077404,0.007481252673390137,0.007809127934743205,0.35190373669626485,0.07002270582421677,0.11553553364068597,0.0221989713557762,-0.037723066181545695,0.034744355739641644,-0.018140534563246043,-0.015878731838390697,0.01798502114095327,1.0,-0.010903662089527633,0.12487969765777607,-0.00866996895065665,0.0024255460082988687,0.039345174682531944,-0.028534856039426983,0.0018524492757501366,0.1338343875447055,-0.0030363333353145947,0.016555201943864613,0.1473462438826281,-0.006143288907135303,-0.007196834032186886,0.1592012686712514,0.031158011653246432,-0.035313639182069936,0.001168261526561911,-0.019952436559980365,0.08839029836183662,-0.12689261586588746,-5.760543197903347e-05,-0.1973766465583606,0.0002061730050809782,-0.004617815697198032,0.0028644513687550916,0.01389882814723788,0.03558983771844216,0.12949283807518047,0.01769367226098338,0.10628029321510829,-0.03276970772559631,-0.0004919477438596343,0.037943800320219906,-0.0024908162021683375,0.012268816641819476,-0.03276970772559631,-0.03477088441582465,0.0011760441980950137,0.00039600384459925135,-0.05501877018455971,-0.000706835821079964,0.060669097484862475,-0.017266405008917615,0.006663893806779365,-0.0016131849652116885,-0.0010935218979954947,0.3631333472813893,0.07872141104126185,0.003239155542014059,0.11887669718533148,0.09085674777606254,0.11257754980821584,0.0063387861545075195,-0.014552056515022492,0.0012867208825942172,0.007611892467055014,0.03946536249127548,0.2504850657492585,-0.005900370652733341,0.005581376032879443
r_d_invsub,0.004120509987127997,0.03865885248506964,0.0003942698599450711,-0.014542874078291395,0.29825199333576813,-0.039207228578816485,-0.05026782804800087,-0.03465752204409173,-0.03577275759369698,0.01665934287741393,0.027104309584986466,0.12396876241763505,-8.346713811969968e-05,0.012681069583743293,0.04777019128734121,-0.03705214260460391,0.046635276730313625,0.01991456799013009,-0.0036319712226163215,-0.004484700406581023,0.016996095952130776,0.007455857298888146,-0.0012799598185980166,-0.03579915574156198,-0.0072251542095236095,0.006426760128467778,0.04735978318412004,0.017150162863648576,-0.0037300659583309245,-0.034278798636385756,-0.055081340479191984,0.05737297385801939,-0.0146177778713324,0.0688745395186276,0.09744169505385428,0.05250227439481608,-0.010903662089527633,1.0,-0.005452488374273911,0.00039426985994507136,-0.0005019086536774444,-0.03877458650678099,-0.0051063205397673655,0.0022913050114679945,-0.03357328194821333,-0.03083634887949183,0.016000672186687038,-0.01404537993856604,-0.012260949179912717,0.022477951900509236,0.01687808825423045,-0.001147159279404657,0.014475635706276389,0.0006605617527754256,0.005145833973617499,-0.026135178277557923,-0.01000530316127508,-0.0005368588932243461,-0.0005272050663895027,-0.0004741946468046601,-0.0012783154871815132,0.04997874186277823,0.003448368316544103,0.016888317938939683,0.014911544895513487,-0.08746962721159572,-0.045332216480883133,-0.008354190090116138,0.0017079334288506573,0.034572331875970315,0.00450164855502621,0.040077208318589276,-0.008354190090116138,0.002212992485807032,-0.0008826086616330737,0.003935398946814326,-0.005738369993007633,-0.0009521590652265217,0.003055851469060819,0.09856493116174887,0.0004087651312756336,-0.0008199720537670821,-0.0012280592612096202,0.007531394306685056,0.33220643354857277,-0.04437930497910083,-0.04849256703486522,0.00918794559665727,0.01583069456649837,0.03032887959528704,0.010781434838669623,0.014246186192261041,0.001894593376508072,-0.025386131988965433,0.04799794749218841,0.01948988885086756,0.025452950676070445
